trade_date,wind_code,close,volume,amt
2024-04-03,09956.HK,4.8117571888478,1633026,8056272.0
2024-04-05,09956.HK,4.5770373259772,916500,4332120.0
2024-04-08,09956.HK,4.7237372402713,750500,3615525.0
2024-04-09,09956.HK,4.7726372117027,605150,2952595.0
2024-04-10,09956.HK,4.7628572174164,1725500,8400995.0
2024-04-11,09956.HK,4.8410971717066,1104000,5450410.0
2024-04-12,09956.HK,4.7628572174164,491000,2401845.0
2024-04-15,09956.HK,4.8802171488517,1848776,9210918.3
2024-04-16,09956.HK,4.8117571888478,528950,2616243.0
2024-04-17,09956.HK,4.7237372402713,912000,4437792.0
2024-04-18,09956.HK,4.7237372402713,828500,3985876.0
2024-04-19,09956.HK,4.7237372402713,659500,3179296.0
2024-04-22,09956.HK,4.7921972002752,1322500,6518603.0
2024-04-23,09956.HK,4.8019771945615,468000,2293365.0
2024-04-24,09956.HK,5.0073570745733,1707500,8625270.0
2024-04-25,09956.HK,4.8606571602792,929000,4681060.0
2024-04-26,09956.HK,4.9877970860008,644500,3234337.0
2024-04-29,09956.HK,5.0171370688596,852500,4391730.0
2024-04-30,09956.HK,5.1247170060086,1427000,7454637.0
2024-05-02,09956.HK,5.1442769945812,715000,3731905.0
2024-05-03,09956.HK,5.1540569888675,750000,3974795.0
2024-05-06,09956.HK,5.3594368688792,2620200,14372696.0
2024-05-07,09956.HK,5.4474568174557,962050,5304405.0
2024-05-08,09956.HK,5.3203168917341,1312500,7259672.0
2024-05-09,09956.HK,5.4376768231695,1000270,5518397.0
2024-05-10,09956.HK,5.4181168345969,1534000,8551550.0
2024-05-13,09956.HK,5.6626166917538,2598956,14960902.0
2024-05-14,09956.HK,5.740856646044,2415500,14177577.0
2024-05-16,09956.HK,5.8582165774793,4601866,27603042.0
2024-05-17,09956.HK,5.9071165489107,2489000,15174142.0
2024-05-20,09956.HK,5.916896543197,2304470,14025078.0
2024-05-21,09956.HK,5.8875565603382,2246500,13550337.0
2024-05-22,09956.HK,5.7701966289028,6729950,40897629.0
2024-05-23,09956.HK,5.9462365260558,4471000,26664783.0
2024-05-24,09956.HK,6.1711763946402,8969588,56987623.0
2024-05-27,09956.HK,6.2787563317892,3549552,22762677.0
2024-05-28,09956.HK,6.200516377499,1091500,6976704.0
2024-05-29,09956.HK,6.1907363832127,1018500,6458169.0
2024-05-30,09956.HK,6.1516164060676,943815,5946586.0
2024-05-31,09956.HK,6.09293644035,2394530,15192521.0
2024-06-03,09956.HK,6.200516377499,1358500,8664325.0
2024-06-04,09956.HK,6.1711763946402,792000,5000480.0
2024-06-05,09956.HK,6.2102963717853,1669720,10686375.0
2024-06-06,09956.HK,6.1320564174951,1896000,12074965.0
2024-06-07,09956.HK,6.1027164346362,801500,5026670.0
2024-06-11,09956.HK,6.2494163489304,2146522,13612721.0
2024-06-12,09956.HK,6.1613964003539,1694500,10604485.0
2024-06-13,09956.HK,6.1222764232088,2229852,13923640.0
2024-06-14,09956.HK,6.1516164060676,2399500,15111205.0
2024-06-17,09956.HK,6.0146964860597,11162000,68431695.0
2024-06-18,09956.HK,6.0146964860597,6251414,38090736.0
2024-06-19,09956.HK,5.9853565032009,1387790,8556853.0
2024-06-20,09956.HK,6.1320564174951,2165500,13522420.0
2024-06-21,09956.HK,6.2885363260755,3997212,25462692.0
2024-06-24,09956.HK,6.1613964003539,4613500,29025718.0
2024-06-25,09956.HK,6.5623761660912,9985230,65735629.0
2024-06-26,09956.HK,6.7384160632442,7648377,53025506.0
2024-06-27,09956.HK,6.7090760803853,2756500,18988132.0
2024-06-28,09956.HK,6.6014961432363,801048,5460534.0
2024-07-02,09956.HK,6.8362160061069,2667192,18415308.0
2024-07-03,09956.HK,7.0220358975462,4980340,35586319.0
2024-07-04,09956.HK,7.0122559032599,3517762,25341483.0
2024-07-05,09956.HK,6.9926959146873,2532442,18029968.0
2024-07-08,09956.HK,6.9829159204011,2178000,15642029.0
2024-07-09,09956.HK,6.9829159204011,827200,5895696.0
2024-07-10,09956.HK,6.943795943256,1770000,12568312.0
2024-07-11,09956.HK,6.9340159489697,1574000,11120515.0
2024-07-12,09956.HK,6.9144559603971,1670000,11672249.0
2024-07-15,09956.HK,6.943795943256,1826538,12933157.0
2024-07-16,09956.HK,6.9633559318285,350000,2490393.0
2024-07-17,09956.HK,6.9535759375422,289000,2055589.0
2024-07-18,09956.HK,7.158955817554,2351338,17139105.0
2024-07-19,09956.HK,7.1785158061266,1336000,9790834.0
2024-07-22,09956.HK,7.0611558746913,548000,3944481.0
2024-07-23,09956.HK,7.0220358975462,785500,5642345.0
2024-07-24,09956.HK,6.9535759375422,2284500,16308250.0
2024-07-25,09956.HK,6.9926959146873,1710000,12121998.0
2024-07-26,09956.HK,6.9144559603971,735500,5215290.0
2024-07-29,09956.HK,7.0415958861187,3550000,25749753.0
2024-07-30,09956.HK,7.1687358118403,3986400,29020150.0
2024-07-31,09956.HK,7.1980757946991,4621500,33978700.0
2024-08-01,09956.HK,7.2860957432756,2937500,21843433.0
2024-08-02,09956.HK,7.1882958004129,1633500,11998740.0
2024-08-05,09956.HK,6.6503961146677,6788500,46117755.0
2024-08-06,09956.HK,7.0122559032599,2962500,20929885.0
2024-08-07,09956.HK,7.158955817554,1362500,9894270.0
2024-08-08,09956.HK,7.1296158346952,828000,6045298.0
2024-08-09,09956.HK,7.1882958004129,1189000,8753362.0
2024-08-12,09956.HK,7.1882958004129,336000,2460045.0
2024-08-13,09956.HK,7.1491758232678,340000,2486205.0
2024-08-14,09956.HK,7.1002758518364,213500,1556525.0
2024-08-15,09956.HK,7.1393958289815,327500,2389077.0
2024-08-16,09956.HK,7.2176357832717,1265414,9317740.0
2024-08-19,09956.HK,7.227415777558,1303500,9601454.0
2024-08-20,09956.HK,7.0415958861187,1093500,7926597.0
2024-08-21,09956.HK,7.1491758232678,1221500,8875455.0
2024-08-22,09956.HK,7.1198358404089,803000,5871660.0
2024-08-23,09956.HK,7.0807158632638,350000,2542650.0
2024-08-26,09956.HK,7.158955817554,1292614,9477380.0
2024-08-27,09956.HK,7.1100558461227,626500,4543950.0
2024-08-28,09956.HK,7.1296158346952,609500,4434998.0
2024-08-29,09956.HK,7.2176357832717,1634500,11979100.0
2024-08-30,09956.HK,7.5305956004325,8307114,63550102.0
2024-09-02,09956.HK,7.5208156061462,1112500,8545349.0
2024-09-03,09956.HK,7.5599355832914,672500,5185989.0
2024-09-04,09956.HK,7.5794955718639,929500,7203622.0
2024-09-05,09956.HK,7.5697155775776,977910,7530153.0
2024-09-09,09956.HK,7.51103561186,1114000,8543185.0
2024-09-10,09956.HK,7.5012556175737,837500,6390865.0
2024-09-11,09956.HK,7.4621356404286,854288,6454055.0
2024-09-12,09956.HK,7.5208156061462,640666,4877031.0
2024-09-13,09956.HK,7.4621356404286,484500,3709552.0
2024-09-16,09956.HK,7.5794955718639,313500,2401487.0
2024-09-17,09956.HK,7.5208156061462,679500,5220895.0
2024-09-19,09956.HK,7.4327956575698,1084000,8262378.0
2024-09-20,09956.HK,7.5012556175737,931500,7130073.0
2024-09-23,09956.HK,7.4523556461423,550000,4202785.0
2024-09-24,09956.HK,7.4230156632835,1050500,7983035.0
2024-09-25,09956.HK,7.334995714707,1602650,12000327.0
2024-09-26,09956.HK,7.3447757089933,917000,6870899.0
2024-09-27,09956.HK,7.6479555318678,4330281,33692197.0
2024-09-30,09956.HK,8.1173952576091,5777600,45862430.0
2024-10-02,09956.HK,8.5672749947778,6852378,58492595.0
2024-10-03,09956.HK,8.5770549890641,2069500,17976044.0
2024-10-04,09956.HK,8.7824348690759,2485430,22139954.0
2024-10-07,09956.HK,8.9780347548014,1653019,15159184.0
2024-10-08,09956.HK,8.5966149776366,4056498,35802582.0
2024-10-09,09956.HK,8.2640951719032,1753500,15037270.0
2024-10-10,09956.HK,8.3129951433346,681481,5783197.0
2024-10-14,09956.HK,8.2836551604758,1150500,9657184.0
2024-10-15,09956.HK,8.1662952290405,941500,7906450.0
2024-10-16,09956.HK,8.1467352404679,12936000,99824150.0
2024-10-17,09956.HK,8.0000353261738,582000,4850490.0
2024-10-18,09956.HK,8.3032151490483,1352000,11458567.0
