market,fee_per_side,date,signal_date,equity_before_trades,cash,holdings_value,equity,net_value,cash_weight,signal_exclusion_reserved_cash,trade_gross,fees_paid,held_stocks,pending_orders,stale_market_value,max_stale_trading_days,benchmark_close,benchmark_nav,account_evidence_status
hk,0.0015,2020-04-02,2020-03-31,903890.5234949191,15.408463816730546,903862.9757384802,903878.384202297,0.9038783842022969,1.7047054212198063e-05,0.0,8092.861748142233,12.13929262221335,15,0,0.0,0,23280.06,0.8854534970758811,complete_account
hk,0.0015,2020-04-03,2020-03-31,907815.2111524063,15.408463816730546,907799.8026885896,907815.2111524063,0.9078152111524063,1.6973128041301054e-05,0.0,0.0,0.0,15,0,0.0,0,23236.11,0.8837818655939826,complete_account
hk,0.0015,2020-04-06,2020-03-31,932978.3685570577,15.408463816730546,932962.960093241,932978.3685570577,0.9329783685570577,1.6515349482926645e-05,0.0,0.0,0.0,15,0,0.0,0,23749.12,0.903294121942759,complete_account
hk,0.0015,2020-04-07,2020-03-31,951856.2984033517,15.408463816730546,951840.889939535,951856.2984033517,0.9518562984033517,1.6187804653472145e-05,0.0,0.0,0.0,15,0,0.0,0,24253.29,0.9224701502528557,complete_account
hk,0.0015,2020-04-08,2020-03-31,953395.5188814162,15.408463816730546,953380.1104175994,953395.5188814162,0.9533955188814162,1.6161670064076585e-05,0.0,0.0,0.0,15,0,0.0,0,23970.37,0.9117093316212581,complete_account
hk,0.0015,2020-04-09,2020-03-31,966443.8162159696,15.408463816730546,966428.4077521529,966443.8162159696,0.9664438162159696,1.5943465681286165e-05,0.0,0.0,0.0,15,0,0.0,0,24300.33,0.9242593094089081,complete_account
hk,0.0015,2020-04-14,2020-03-31,984129.0763697446,15.408463816730546,984113.6679059279,984129.0763697446,0.9841290763697446,1.565695414017162e-05,0.0,0.0,0.0,15,0,0.0,0,24435.4,0.929396676058738,complete_account
hk,0.0015,2020-04-15,2020-03-31,981235.0156005577,15.408463816730546,981219.6071367409,981235.0156005577,0.9812350156005577,1.5703132859868345e-05,0.0,0.0,0.0,15,0,0.0,0,24145.34,0.9183642886266682,complete_account
hk,0.0015,2020-04-16,2020-03-31,990860.085548323,15.408463816730546,990844.6770845063,990860.085548323,0.9908600855483229,1.555059492400867e-05,0.0,0.0,0.0,15,0,0.0,0,24006.45,0.913081628865101,complete_account
hk,0.0015,2020-04-17,2020-03-31,992045.6536718734,15.408463816730546,992030.2452080566,992045.6536718734,0.9920456536718734,1.5532010809884573e-05,0.0,0.0,0.0,15,0,0.0,0,24380.0,0.9272895455900878,complete_account
hk,0.0015,2020-04-20,2020-03-31,1014124.9463853919,15.408463816730546,1014109.5379215751,1014124.9463853919,1.0141249463853919,1.5193851479199249e-05,0.0,0.0,0.0,15,0,0.0,0,24330.02,0.9253885639867822,complete_account
hk,0.0015,2020-04-21,2020-03-31,988820.6575330404,15.408463816730546,988805.2490692236,988820.6575330404,0.9888206575330404,1.5582667796577348e-05,0.0,0.0,0.0,15,0,0.0,0,23793.55,0.9049840101507397,complete_account
hk,0.0015,2020-04-22,2020-03-31,1008871.4572670691,15.408463816730546,1008856.0488032524,1008871.4572670691,1.0088714572670692,1.5272970313255287e-05,0.0,0.0,0.0,15,0,0.0,0,23893.36,0.9087802681304504,complete_account
hk,0.0015,2020-04-23,2020-03-31,1027895.812327701,15.408463816730546,1027880.4038638843,1027895.812327701,1.027895812327701,1.4990297296607927e-05,0.0,0.0,0.0,15,0,0.0,0,23977.32,0.9119736738009895,complete_account
hk,0.0015,2020-04-24,2020-03-31,1003544.9882218658,15.408463816730546,1003529.5797580491,1003544.9882218658,1.0035449882218659,1.535403394722949e-05,0.0,0.0,0.0,15,0,0.0,0,23831.33,0.9064209666327904,complete_account
hk,0.0015,2020-04-27,2020-03-31,1014341.8382783706,15.408463816730546,1014326.4298145538,1014341.8382783706,1.0143418382783707,1.5190602650170808e-05,0.0,0.0,0.0,15,0,0.0,0,24280.14,0.9234913858680769,complete_account
hk,0.0015,2020-04-28,2020-03-31,1025291.36616907,15.408463816730546,1025275.9577052533,1025291.36616907,1.02529136616907,1.5028375664864126e-05,0.0,0.0,0.0,15,0,0.0,0,24575.96,0.9347428540131326,complete_account
hk,0.0015,2020-04-29,2020-03-31,1008073.644827441,15.408463816730546,1008058.2363636242,1008073.644827441,1.008073644827441,1.5285057689776347e-05,0.0,0.0,0.0,15,0,0.0,0,24643.59,0.9373151506484181,complete_account
hk,0.0015,2020-05-04,2020-04-29,978768.5797410066,-2.1941559680271894e-11,977315.3011468725,977315.3011468725,0.9773153011468725,-2.245085046199894e-17,0.0,968852.396089431,1453.2785941341467,16,14,0.0,0,23613.8,0.898147246581428,complete_account
hk,0.0015,2020-05-05,2020-04-29,988541.9803963897,5.018208071305708e-13,988524.7870863548,988524.7870863548,0.9885247870863548,5.076461548421781e-19,0.0,11462.20668996503,17.193310034947537,16,14,0.0,0,23868.66,0.9078408074341389,complete_account
hk,0.0015,2020-05-06,2020-04-29,1006383.5910372824,5.169198402654729e-13,1006361.4221905525,1006361.4221905525,1.0063614221905524,5.136522812453309e-19,0.0,14779.231153270095,22.16884672990514,16,14,0.0,0,24137.48,0.9180653347370726,complete_account
hk,0.0015,2020-05-07,2020-04-29,1005169.1555405091,9.379164112033322e-13,1005146.2036683174,1005146.2036683174,1.0051462036683174,9.331144143810844e-19,0.0,15301.248127808285,22.951872191712432,16,14,0.0,0,23980.63,0.9120995691412644,complete_account
hk,0.0015,2020-05-08,2020-04-29,1017948.9098324903,4.1655567883935873e-13,1017934.0503217564,1017934.0503217564,1.0179340503217564,4.0921676478715945e-19,0.0,9906.340489266106,14.859510733899153,16,14,0.0,0,24230.17,0.9215907846132312,complete_account
hk,0.0015,2020-05-11,2020-04-29,1010141.8798375952,-1.0969003483296547e-12,1010128.560616427,1010128.560616427,1.010128560616427,-1.0859017268656136e-18,0.0,8879.480778831754,13.31922116824763,16,14,0.0,0,24602.06,0.9357355634938506,complete_account
hk,0.0015,2020-05-12,2020-04-29,1028616.3305338745,7.780442956573097e-13,1028595.4651819024,1028595.4651819024,1.0285954651819025,7.56414277521354e-19,0.0,13910.234648027958,20.86535197204194,16,14,0.0,0,24245.68,0.9221807050747612,complete_account
hk,0.0015,2020-05-13,2020-04-29,1036651.9386374719,6.945555242054979e-13,1036631.4902600381,1036631.4902600381,1.036631490260038,6.700119866426876e-19,0.0,13632.251622566151,20.448377433849227,16,14,0.0,0,24180.3,0.919693986842986,complete_account
hk,0.0015,2020-05-14,2020-04-29,1046507.3792436186,-2.3092638912203256e-13,1046490.7475910974,1046490.7475910974,1.0464907475910974,-2.2066739687245093e-19,0.0,11087.768347478781,16.631652521218175,16,14,0.0,0,23829.74,0.9063604912276432,complete_account
